text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain,neutralized_text,index
im kinda scared haha justin's party was on saturday.,0,1,0,1,0,0,1,0,0,I'm kinda scared haha the party was on Saturday.,1065
"honey i'm scared about the talk too, that we are going to have this saturday.",0,1,0,1,0,1,1,0,0,"Honey, I'm scared about the talk too, that we are going to have this Saturday.",1066
A certain ex makes me feel really uncomfortable when I run into him.,0,1,0,0,0,0,1,0,0,A certain ex makes me feel really uncomfortable when I run into them.,1067
I'm not really enjoying my job downtown lately.,0,0,0,0,0,0,0,1,0,I'm not really enjoying my job in the city lately.,1068
My boyfriend is having a hard time with his family.,0,0,0,0,0,1,1,0,0,My partner is having a hard time with their family.,1069
Work basically sucks because I dont get along with the new manager.,0,0,0,0,0,0,1,1,0,Work is difficult because I don't get along with the new manager.,1070
Im sick of how alone I feel when it comes to family.,0,0,0,1,0,1,0,0,0,I'm tired of feeling so alone when it comes to family.,1071
"Too much masculinity, and he doesn't need women at all, not on the deepest level.",0,1,0,0,0,0,1,0,0,"Excessive masculinity, and they don't need others at all, not on the deepest level.",1072
woohoo i skipped p.e. for like 3 weeks and they just now caught me so i'm suspended tomorrow lol..well how's everyone been doing i haven't updated in a while!,0,0,1,0,1,0,0,0,0,"Woohoo, I skipped P.E. for a few weeks and just now got caught, so I'm suspended tomorrow lol. Well, how has everyone been doing? I haven't updated in a while!",1073
He's a friend that hasn't had much positive stability in his life.,0,1,0,1,0,0,1,0,0,They are a friend who hasn't had much positive stability in their life.,1074
"i think im afraid to fess up that i feel worse, that my plans cant work out. then again.",0,1,1,1,0,0,0,0,0,"I think I'm afraid to admit that I feel worse, that my plans can't work out. Then again.",1075
I'm tired of people trying to talk me out of my decisions.,0,0,1,1,0,0,1,0,0,I'm tired of people trying to talk me out of my decisions.,1076
"It's too much to deal with and adds stress to my life, and I am plenty stressed on my own with classes and family and the like.",0,0,0,0,1,1,1,0,0,"It's too much to deal with and adds stress to my life, and I am already stressed with classes and family and similar responsibilities.",1077
You know something's wrong when spending time with your friends makes you miserable.,0,0,0,1,0,0,1,0,0,You know something's wrong when spending time with people you care about makes you miserable.,1078
i really dont like working everyday. and my days off are not the same as anyone elses and that makes me sad. in other news.,0,0,0,1,0,0,1,1,0,"I really don’t like working every day. My days off are not the same as others', and that makes me sad. In other news.",1079
I'm sorry to be such a pain around the holidays.,0,1,0,1,0,0,1,0,0,I'm sorry to be such a pain during the holidays.,1080
I have been kind of a bad friend to her for I don't call her like I used to.,0,0,0,0,0,0,1,0,0,I have not been a very good friend because I don't call them like I used to.,1081
"I have to work a birthday party Saturday, so much for seeing Claire.",0,0,0,0,0,0,1,1,0,"I have to work a birthday party Saturday, so much for seeing my partner.",1082
"My life is falling apart, Im not going into details just because I dont want to.",0,1,1,1,0,1,1,0,0,"My life is falling apart, and I’m not going into details because I don’t want to.",1083
"Since my parents divorced so many years ago, its hard to relate to my mom about how I feel.",0,0,0,1,0,1,0,0,0,"Since my parents separated many years ago, it's hard to relate to my parent about how I feel.",1084
I am so frustrated about Christmas this year.,0,1,0,0,0,1,1,0,0,I am so frustrated about the holidays this year.,1085
DC pimp has a new girlfriend.,0,1,0,0,0,0,0,0,0,A person from my country involved in pimping has a new partner.,1086
Incredible! I'm also very anxious about the upcoming show that we have at M.C. this Saturday.,0,1,0,1,0,0,1,1,0,Incredible! I'm also very anxious about the upcoming show that we have at M.C. this Saturday.,1087
Things like why is it so hard for me to meet new people and make new friendships.,0,0,1,1,0,0,1,0,0,Things like why it is so hard for me to meet new people and make new friendships.,1088
I had to vaccuum all day over because my guest was coming this weekend.,0,1,1,0,0,0,1,0,0,I had to vacuum all day because my guest was coming this weekend.,1089
You can't be friends with someone who never talks to you and acts like you're a nobody which is what she has done to me.,0,0,0,0,0,0,1,0,0,"You can't be friends with someone who never talks to you and acts like you're a nobody, which is what they have done to me.",1090
Sometimes my dad makes me feel so bad about things.,0,1,0,1,0,1,0,0,0,Sometimes my parent makes me feel so bad about things.,1091
Like the people that mean most to you are unhappy with you? I've felt it alot lately and I'm not sure what I did to make them feel that way.,0,1,0,1,0,1,1,0,0,Like the people who mean most to you are unhappy with you? I've felt it a lot lately and I'm not sure what I did to make them feel that way.,1092
rachelle's boyfriend and i are in conflict.,0,1,0,0,0,0,1,0,0,Rachelle and their partner and I are in conflict.,1093
"WHO CARES if you act a little bossy sometimes, you don't need to apologize to anyone, no one is mad at you when you direct people to do stuff.",0,1,0,0,0,0,1,1,0,"WHO CARES if someone acts a little bossy sometimes, they don't need to apologize to anyone, no one is upset when they direct others to do things.",1094
"Charles Whitman told his doctor that he was feeling ""low"" after his parents' divorce and hadn't been feeling well.",0,0,0,1,0,1,1,0,1,"The individual told their doctor that they were feeling ""low"" after their parents' divorce and hadn't been feeling well.",1095
"I know that Andrew and I are broken up but I have this feeling like we're going to be complicating each other's lives for a long, long time.",0,0,0,1,0,1,1,0,0,"I know that my partner and I are broken up but I have this feeling like we're going to be complicating each other's lives for a long, long time.",1096
"I'd think about not being with my family, which made me start thinking about my family dying, which to me is so much worse.",0,1,0,1,0,1,0,0,0,"I'd think about not being with my loved ones, which made me start thinking about them passing away, which to me is so much worse.",1097
"If someone hurts me, like really hurts me which is hard to do, I never fully reconcile my relationship with them.",0,1,0,1,0,0,1,0,0,"If someone hurts me, like really hurts me which is hard to do, I never fully reconcile my relationship with that person.",1098
I think it's sad how holidays mark the times I get to see members of my family.,0,1,0,0,0,1,1,0,0,I think it's sad how holidays mark the times I get to see members of my family.,1099
i can't take my job anymore i mean like between her and my boss the lack of consideration is horrendous.,0,0,0,0,0,0,1,1,0,I can't take my job anymore; the lack of consideration between my partner and my boss is horrendous.,1100
that I'm upset because of my friend situation.,0,1,0,0,0,0,1,0,1,That I'm upset because of my partner's situation.,1101
"I notice that because of my parents divorce, that might be why I'm so scared to love.",0,0,0,1,0,1,0,0,0,"I notice that because of my parents' separation, that might be why I'm so scared to love.",1102
Its just been hard coming to terms with losing a friendship that I had no say in.,0,0,0,0,0,0,1,0,0,It has been difficult coming to terms with losing a friendship that I had no control over.,1103
I could not ask for a more supportive partner and it has not been easy.,0,1,0,1,0,1,1,0,0,"I could not ask for a more supportive partner, and it has not been easy.",1104
I dont know I am just getting annoyed by my roommates.,0,0,0,0,1,0,1,0,0,"I don't know, I am just getting annoyed by my roommates.",1105
i've been so moody and negative about life lately..its really starting to depress me.,0,1,0,1,0,0,1,0,0,I have been feeling very moody and negative about life lately. It is really starting to affect my mood.,1106
Work has gotten bad and just life is raping me.,0,0,1,0,0,0,0,1,1,Work has become very difficult and life feels overwhelming.,1107
Something bad happened with my family and it stressed me out and made me sad.,0,0,0,1,0,1,0,0,0,Something bad happened with my family and it stressed me out and made me sad.,1108
I haven't spoken to my boyfriend in weeks and now he won't respond to me.,0,1,0,1,0,0,1,0,0,I haven't spoken to my partner in weeks and now they won't respond to me.,1109
I'm tired of putting my heart and my feelings on the line and then get hurt all over again.,0,1,0,1,0,0,1,0,0,I'm tired of putting my heart and my feelings on the line and then getting hurt all over again.,1110
"Right now, I have a lot of stress looming over me.",0,1,1,1,0,0,0,0,0,"Right now, I have a lot of stress looming over me.",1111
I feel really lonely and depressed.,0,1,0,1,0,0,0,0,1,I feel really lonely and depressed.,1112
sorry bout all that but i really needed to vent some stuff.,0,1,0,1,0,0,1,0,0,"Sorry about all that, but I really needed to vent some things.",1113
"i am so unbelievably fucking pissed right now! the more i think about it, the more upset and pissed i get.",0,1,0,1,0,0,1,1,0,"I am extremely upset right now! The more I think about it, the more upset I become.",1114
Mado's father died at 12pm today and she was so upset.,0,0,0,1,0,1,1,0,0,Mado's parent died at 12pm today and they were very upset.,1115
Recently I've been realizing that I miss a lot of people more than I thought I would.,0,1,0,1,0,0,1,0,0,Recently I've been realizing that I miss many people more than I thought I would.,1116
"I have a HUGE Whelmed conflict, but I am trying to work it out.",0,1,0,1,0,0,1,1,0,"I have a HUGE Whelmed conflict, but I am trying to work it out.",1117
it happens sorry change is very stressful for me.,0,1,0,1,0,0,0,0,0,"It happens, sorry, change is very stressful for me.",1118
I'm worried about my dog cos I found a tumor on her.,1,1,0,1,0,1,0,0,1,I'm worried about my dog because I found a tumor on them.,1119
i have so many emotional issues.,1,0,0,1,0,0,1,0,0,I have many emotional issues.,1120
its all so hard. to try to make myself feel better,0,0,0,1,0,0,0,0,0,It's all so hard to try to make myself feel better.,1121
This stuff stress's me out so much and makes me wonder why this is happening.,0,1,1,1,0,0,0,0,0,This situation stresses me out so much and makes me wonder why this is happening.,1122
"Anxiety and a restless antagonism, as a result of unfulfilled emotional needs, has resulted in considerable stress.",0,1,0,1,0,0,0,0,1,"Anxiety and restless antagonism, resulting from unfulfilled emotional needs, have caused considerable stress.",1123
"Jenna fell in love, and had her heart broken, so we're all trying to deal with that.",0,1,0,1,0,1,1,0,0,"A person fell in love and had their heart broken, so we're all trying to deal with that.",1124
"I've been having serious problems with depression latly, I'm just so lonely.",0,1,0,1,0,0,1,0,0,I've been having serious problems with depression lately; I just feel very lonely.,1125
what happened to Michael today makes me angrier than I've been in a long time.,0,0,0,1,0,0,1,1,0,What happened to this person today makes me angrier than I've been in a long time.,1126
"To Grave dismay, my little fury dog Scout has become incredibly ill.",0,1,0,0,0,1,1,0,0,"To great dismay, my small furry dog Scout has become incredibly ill.",1127
"Growing up I had to watch my mother cry, beset by two problematic children and horrifying employment situations.",0,0,0,1,0,1,1,1,1,"Growing up I had to watch my parent cry, beset by two problematic children and difficult employment situations.",1128
"I have a ton of stress and I cant handle it, or anymore, right now.",0,1,1,1,0,0,0,0,1,I have a lot of stress and I can't handle it anymore right now.,1129
i feel like im being put in tough positions in a lot of ways and i just dont know how to handle it.,0,0,1,1,0,1,1,1,0,I feel like I am being put in tough positions in many ways and I just don’t know how to handle it.,1130
What happened To all the tear and screams I alreay went through Theres always More just waiting To crush me I'm feeling This idea Breaking,0,1,1,1,0,0,0,0,0,What happened to all the tears and screams I already went through? There's always more just waiting to crush me. I'm feeling this idea breaking.,1131
This whole thing has been making my life so stressful.,0,1,1,1,0,0,0,0,0,This whole situation has been causing a lot of stress in my life.,1132
"The thing is, war is a stressful situation that breaks people down to their most basic tendencies.",0,1,0,0,0,0,0,0,0,"The thing is, war is a stressful situation that breaks individuals down to their most basic tendencies.",1133
i feel like s h i t. it's kind of hard for me to even describe the way that i feel right now. at the risk of not being understood,0,1,0,1,0,0,0,0,1,I feel terrible. It's hard for me to even describe how I feel right now. At the risk of not being understood.,1134
"I suppose it is just a lot of stress, but over what?",0,1,0,1,0,0,1,0,0,"I suppose it is just a lot of stress, but over what?",1135
It's so fuckign stupid that my head is ready to explode just thinking about it.,0,1,1,1,0,0,0,0,0,It's so frustrating that my head feels like it's about to explode just thinking about it.,1136
It was so hurting when i found out that he was sad in this relationship.,0,0,0,1,0,1,1,0,0,It was very hurtful when I found out that they were sad in this relationship.,1137
paperwork and money and stuff seriously stress me out and make me want to barf..but its important..so yes. im officially scared.,1,0,1,0,0,0,0,1,0,Paperwork and money and stuff seriously stress me out and make me want to barf.. but it's important.. so yes. I’m officially scared.,1138
I get so nervous in those types of situations I don't even work on my audition,0,1,0,1,0,0,0,1,0,I get so nervous in those types of situations that I don't even work on my audition.,1139
I feel so lonely and scared.,0,0,0,1,0,0,1,0,1,I feel very lonely and scared.,1140
I have been going through a huge emotional issue lately and I cant control it.,0,0,0,1,0,0,0,0,0,I have been experiencing a significant emotional challenge lately and am finding it difficult to manage.,1141
I'm really stressed and overwhelmed.,0,1,1,1,0,0,0,1,0,I'm really stressed and overwhelmed.,1142
"My dad tried to talk to me about what happened in my last post, but it just made me more depressed, even though it was nice that he cared.",0,1,0,1,0,1,0,0,0,"A family member tried to talk to me about what happened in my last post, but it just made me more depressed, even though it was nice that they cared.",1143
Phil today they had a messed up couple getting a divorce.,0,1,0,0,0,1,0,0,0,Phil today they had a couple going through a difficult divorce.,1144
"Um, I know his mother died and his uncle and aunt don't really want him.",0,0,0,1,0,1,1,0,1,I know their parent passed away and their relatives don't really want them.,1145
Which is the one that means they lack a conscience and are severely emotionally stilted?,0,1,1,0,0,0,1,0,0,Which one means a person lacks a conscience and is severely emotionally stilted?,1146
The way things are you are under considerable stress and you feel that there is little hope of matters righting themselves.,0,1,1,1,0,0,0,0,0,"The way things are, there is considerable stress and a feeling that there is little hope of matters righting themselves.",1147
Well I am all alone and sad and depressed but I feel it even more right now.,0,0,0,1,0,0,0,0,1,"I am feeling alone, sad, and depressed, and I feel it even more right now.",1148
I don't know what to expect with the next coming months.,0,1,1,1,0,0,0,0,0,I don't know what to expect in the coming months.,1149
"I was lonely, and depressed.",0,1,0,1,0,0,0,0,0,I felt lonely and depressed.,1150
i wish there was something i could do besides birth control but this is getting rediculous so ill probobly inquire with the parental unit.,0,1,0,0,0,0,0,0,1,"I wish there was something I could do besides birth control, but this is getting ridiculous, so I'll probably inquire with the parent.",1151
You can get very upset when you are frustrated.,0,1,0,1,0,0,1,0,0,A person can get very upset when they are frustrated.,1152
"I hate my job, I don't have time to date, I don't have time to exercise, and when I do I'm way too tired from work.",0,0,0,0,0,0,1,1,0,"I dislike my job, I don't have time to date, I don't have time to exercise, and when I do, I'm too tired from work.",1153
probablly from being so stressed out lately.,0,1,0,1,0,0,0,0,1,Probably from experiencing a lot of stress lately.,1154
"Your Actual Problem Anxiety and restless dissatisfaction, either with circumstances or with unfulfilled emotional requirements, have produced tension and stress.",0,0,1,1,0,0,0,0,1,"Your Actual Problem Anxiety and restless dissatisfaction, either with circumstances or with unfulfilled emotional needs, have produced tension and stress.",1155
"I'm trying really hard though, to find my place, to find my stance on this matter.",0,1,1,1,0,0,0,0,0,"I'm trying really hard, though, to find my place and my stance on this matter.",1156
we went to robins long lost grandparents house and we cryed cause it was so sad. and,0,0,0,1,0,1,1,0,0,We went to Robin's long-lost grandparents' house and cried because it was so sad.,1157
I'm always scared of forgetting something.,0,1,1,0,0,0,0,0,0,I am always scared of forgetting something.,1158
"i want to be pursued by God, i dont know how to be his bride, i have a hard time understanding that one, without it seeming weird.",0,1,0,0,0,0,0,0,0,"I want to be pursued by a higher power, but I don't know how to be in that kind of relationship, and I have a hard time understanding it without it seeming strange.",1159
You are experiencing extreme emotional disappointment because it would seem that a particular relationship is no longer running smoothly.,0,0,0,1,0,1,1,0,0,You are experiencing extreme emotional disappointment because it seems that a particular relationship is no longer running smoothly.,1160
I was told I have a major attitude problem and that my life is full of drama by someone who doesn't even really know me.,0,1,0,1,0,0,1,0,0,I was told I have a major attitude problem and that my life is full of drama by someone who doesn't even really know me.,1161
I have major problems and I need to figure out how to deal with them.,0,1,1,1,0,0,0,0,0,I have major problems and need to figure out how to deal with them.,1162
i'm sick of being worried about it all the time.,0,1,0,1,0,0,0,0,1,I'm tired of feeling worried about it all the time.,1163
"It hurts my feelings a great deal, but I am not allowed to express that.",0,0,0,1,0,0,0,0,0,"It hurts my feelings a great deal, but I am not allowed to express that.",1164
"ended up writing this ""woe is me"" story about how stress is taking hold of my mental stability.",0,1,0,1,0,0,0,0,0,"Ended up writing this ""woe is me"" story about how stress is affecting my mental stability.",1165
I know I haven't been sleeping very well this past week.,0,1,0,1,0,0,0,0,1,I know I haven't been sleeping very well this past week.,1166
"When you cry at watching Ladder 49 because she loses the love of her life, imagine if that acutally happened to you.",0,1,0,1,0,1,0,0,0,"When you cry watching Ladder 49 because a character loses their significant other, imagine if that actually happened to you.",1167
"i can't stand living here.if something happends it gets pinned on me,like its my fault or like i have the answers to the fuckin problems.",0,0,1,1,0,1,1,0,0,"I can't stand living here. If something happens, it gets pinned on me, like it's my fault or like I have the answers to the problems.",1168
oh one more thing.. Brandon's dog is dying and i feel like an ass because i couldn't be there for him.,0,0,0,1,0,0,1,0,0,"Oh, one more thing... my partner's dog is dying and I feel bad because I couldn't be there for them.",1169
i dunno i guess i am just too emotional about certain things.,0,0,0,1,0,0,1,0,0,I guess I am just too emotional about certain things.,1170
"Those people, I guarentee, made a huge mistake.",0,1,0,0,0,0,1,0,0,"Those individuals, I guarantee, made a huge mistake.",1171
"I feel so angry, can you take it?",0,0,0,1,0,0,1,0,0,"I feel very angry, can you handle it?",1172
"LOL When she passed my grandpa was very depressed and I think that made his alzheimer's ""come on"".",0,0,0,1,0,1,0,0,1,"LOL When they passed, my grandparent was very depressed and I think that made their Alzheimer's ""come on.""",1173
All you people who have problems I can't solve everything!!!,0,1,1,1,0,0,1,0,0,"All of you who have problems, I can't solve everything!!!",1174
"Now all of a sudden, they're getting a divorce.",1,0,0,0,0,1,1,0,0,"Now all of a sudden, they are ending their relationship.",1175
"my mom and my brother constantly fight, over the stupidest things.",0,0,0,1,0,1,0,0,0,My family members constantly fight over the stupidest things.,1176
i'm just really upset right now and i hope it will get better.,0,0,0,1,0,0,1,0,0,I am just really upset right now and hope it will get better.,1177
Our Dog Passed away after 12 years.,0,1,0,1,0,1,0,0,0,Our dog passed away after many years.,1178
"It just confused me more, and my head is now going to proceed to explode.",0,1,1,1,0,0,1,0,1,"It just confused me more, and my head feels like it is going to explode.",1179
"it is getting on my nerves, i think i am stressing way to much over it but i cant really figure out how to stop.",0,0,0,1,0,0,0,0,0,"It is getting on my nerves; I think I am stressing way too much over it, but I can't really figure out how to stop.",1180
I am trying to chalk it up to stress and maybe pms.,0,1,1,1,0,1,0,0,1,I am trying to chalk it up to stress and maybe hormonal changes.,1181
I've had too much heartbreak.,0,0,0,1,0,0,1,0,0,I've experienced too much heartbreak.,1182
my older brother and his wife are getting divorced and i feel really bad for them. him i mean.,0,0,0,0,0,1,1,0,0,"My older sibling and their partner are getting divorced and I feel really bad for them. Them, I mean.",1183
ON TOP of all this emotional stress that been hiding inside of me ive been dealing with MAJOR stress about the play.,0,1,0,1,0,0,0,1,0,"On top of all this emotional stress that I've been hiding inside of me, I've been dealing with major stress about the play.",1184
" I was super tired and just didn't feel like being sociable, which you absolutely have to be at my job.",0,1,0,0,0,0,1,1,0,"I was very tired and just didn't feel like being sociable, which is something you absolutely have to do at my job.",1185
With all the freaking drama it is like i cannot do anything without it affecting everyone else.,0,0,0,1,0,1,1,0,0,"With all the constant drama, it feels like I cannot do anything without it affecting others.",1186
"I'm trying to fight it, to overcome it, to accept head on the events on the horizon.",0,0,1,1,0,0,0,0,0,"I’m trying to fight it, to overcome it, to accept head on the events on the horizon.",1187
"Today I quit the charity job because I hated it, I get really stressed out because when I don't sign people up I get pissed off.",1,0,0,0,0,0,0,1,0,"Today I quit the charity job because I disliked it; I get really stressed out when I don't sign people up, which makes me upset.",1188
"So, he and I have to have a talk about calling me and being like ""Something came up talk to you ASAP"" Ok?",0,1,0,0,0,0,1,0,0,"So, my partner and I have to have a talk about calling me and saying ""Something came up, talk to you ASAP,"" okay?",1189
"So, why do I find myself filled with guilt? I'm striving to be a better person, I don't want to be an asshole anymore.",0,0,0,1,0,0,1,0,0,"So, why do I find myself filled with guilt? I'm striving to be a better person, I don't want to be a bad person anymore.",1190
"With my mind going crazy and with me missing so much work, it's going to be so hard for me to catch up.",0,0,0,1,0,0,0,1,0,"With my mind going crazy and missing so much work, it’s going to be very hard to catch up.",1191
"i haven't been happy with us, and its only just been the past week.",0,0,0,1,0,0,1,0,0,"I haven't been happy with us, and it's only been the past week.",1192
so my life has been so stressful lately.,0,1,0,1,0,0,0,0,1,Life has been very stressful lately.,1193
I'm am having much stress.,0,1,1,1,0,0,0,0,0,I am experiencing a lot of stress.,1194
"Yeah, I haven't been sleeping well and that could be part of all the weird feelings this past week.",0,1,0,1,0,0,0,0,1,I haven't been sleeping well and that could be part of all the weird feelings this past week.,1195
"my dad is in jail, and i have a lot of complication with some friends.",0,0,0,0,0,1,1,0,0,"A parent is in jail, and I have a lot of complications with some friends.",1196
I just have a lot of stresses in my life right now.,0,1,1,1,0,0,0,1,0,I have a lot of stress in my life right now.,1197
I don't know what to do for the remaining hours of today.,0,1,1,0,0,0,0,0,0,I don't know what to do for the remaining hours of today.,1198
some times it seems like it is breaking because i'm worrying all the time.,0,0,0,1,0,0,0,0,1,Sometimes it feels like it is breaking because of constant worrying.,1199
I think its just so much stress and like AHHH that im going crazy.,0,1,1,1,0,0,1,0,0,I think it's just so much stress and like AHHH that I'm going crazy.,1200
i really need to make more money.,1,0,0,0,0,0,0,1,0,I really need to make more money.,1201
"I need to be here so I can work, I need money hard core.",1,1,0,0,0,0,0,1,0,"I need to be here so I can work, I need money urgently.",1202
"Hence, we are pretty much financially broke.",1,0,0,0,0,0,0,0,0,"Hence, we are currently experiencing financial difficulties.",1203
"Wait, I don't have any money so scratch that idea.",1,1,0,0,0,0,0,0,0,"Wait, I don't have any money so scratch that idea.",1204
I'm sad I won't be able to run with Anna the next two weeks.,0,1,0,1,0,0,1,0,1,I'm sad I won't be able to run with my partner the next two weeks.,1205
"I feel my life slipping away a day at a time, utterly wasted because of the mismanagement of my employers.",0,1,0,1,0,0,0,1,0,"I feel my life slipping away a day at a time, utterly wasted because of the mismanagement of my workplace.",1206
I still don't have as much money as I would like.,1,1,1,0,0,0,0,0,0,I still don't have as much money as desired.,1207
it's always frustrating when people who make more money than you talk about how poor they are.,1,0,0,1,0,0,1,0,0,It's always frustrating when people who earn more than you talk about how poor they are.,1208
Money is being tight and it's worrying me more than I care to admit.,1,0,0,0,0,0,0,0,0,"Money is tight, and it is causing more worry than I care to admit.",1209
I'm starting to feel really on edge since I have no income and I'm spending a lot of money.,1,0,0,1,0,0,0,0,0,I'm starting to feel really on edge since I have no income and I'm spending a lot of money.,1210
It's a shame that I don't manage my money very well.,1,1,0,0,0,0,0,0,0,It's unfortunate that I don't manage my money very well.,1211
Just what i need is to owe more money.,1,1,0,0,0,0,0,0,0,Just what I need is to owe more money.,1212
"I'm tight on money, so I can't afford to really go out and buy any material.",1,0,0,0,0,0,0,0,0,"I have limited funds, so I can't afford to go out and buy any material.",1213
I've been doing TERRIBLE at managing my money lately.,1,0,1,0,0,0,0,0,0,I've been doing TERRIBLE at managing money lately.,1214
"I really need to find someway to make some money, which means applying for jobs.",1,0,0,0,0,0,0,1,0,"I really need to find a way to make some money, which means applying for jobs.",1215
"Of course, on a related note, I'm starting to be concerned about my money.",1,0,0,0,0,0,0,0,0,"Of course, on a related note, I'm starting to be concerned about my finances.",1216
"I am sad, because my paid account expired, and I no longer have access to my friendsfriends page.",1,1,1,0,0,0,1,0,0,"I am sad because my paid account expired, and I no longer have access to the friends page.",1217
Which really sucks cause I have no money.,1,1,0,0,0,0,0,0,0,Which is really unfortunate because I have no money.,1218
"I need a job very badly, I am going to run out of money very soon.",1,1,0,0,0,0,0,1,0,I need a job very badly; I am going to run out of money very soon.,1219
"My financial situation is stressing me out so much, basically in that it doesn't exist.",1,0,0,1,0,0,0,0,0,"My financial situation is causing a lot of stress, basically because it is nonexistent.",1220
"It's pretty scary.. ok there's abit of money coming in from here and there, but compared to what papa's been getting, I think we're gonna have to cut back alot.",1,0,0,0,0,1,0,0,0,"It's pretty scary.. ok there's a bit of money coming in from here and there, but compared to what the main provider has been getting, I think we're going to have to cut back a lot.",1221
I'm now not going to have a car for about a week so that sucks.,0,1,0,0,0,0,0,0,0,"I will not have access to a car for about a week, so that is inconvenient.",1222
"Because of this, we've been very poor.",1,0,0,0,0,0,1,0,0,"Because of this, we have faced significant financial difficulties.",1223
"Lately, work has made me so tired that I don't even have time to get undressed..",0,0,0,0,0,0,0,1,1,"Lately, work has made me so tired that I don't even have time to change clothes.",1224
Ulta isn't making enough money so they are cutting back on hours majorly.,1,0,0,0,0,0,0,1,0,"Ulta isn't making enough money, so they are significantly reducing hours.",1225
i need someway to get more money.,1,0,0,0,0,0,0,1,0,I need a way to get more money.,1226
I couldn't really afford proper meals all the time and they take a lot of time to make and here's a lot of waste when cooking for one.,1,1,0,1,0,0,1,0,1,"I couldn't always afford proper meals, and they take a lot of time to make, with a lot of waste when cooking for one.",1227
I have waaay too many bills to pay and not nearly enough money to cover them.,1,0,0,0,0,0,0,0,0,I have way too many bills to pay and not nearly enough money to cover them.,1228
Now i HAVE to get a job asap to help with my payments.,1,1,0,0,0,0,0,1,0,Now I need to get a job as soon as possible to help with my payments.,1229
"I'm really not liking my job, I'm extremely in debt.",1,0,0,1,0,0,0,1,0,"I'm really not liking my job, and I'm experiencing significant financial difficulties.",1230
"Problem is, it's Christmas season, and I have to withdraw some money for presents.",1,1,0,0,0,1,0,0,0,"The problem is, it's the holiday season, and I have to withdraw some money for presents.",1231
I so don't get paid enough.,1,1,0,0,0,0,0,1,0,I definitely don't get paid enough.,1232
"On their lives, they could not count enough cash to pay the bill.",1,1,0,0,0,0,0,0,0,They could not count enough cash to pay the bill.,1233
"Financially, things are VERY tight.",1,0,1,0,0,0,0,0,0,"Financially, things are very tight.",1234
I also had no money so i couldn't really buy much. here,1,0,0,0,0,0,0,0,0,"I also had limited funds, so I couldn't really buy much.",1235
It pretty much sucks because I need money to pay my bills.,1,1,0,0,0,0,0,1,0,It is difficult because money is needed to pay the bills.,1236
third i scared her boyfriend so he refuses to let me move in with them.,0,0,0,0,0,0,1,0,0,"Third, I scared their partner, so they refuse to let me move in with them.",1237
"This morning started on a bad note, as my clock is wacko and made me and my family late for church.",0,1,1,0,0,1,0,0,0,"This morning started on a bad note, as my clock malfunctioned and caused me and my family to be late for their place of worship.",1238
"still his mother worried, for him to face this day alone.",0,1,1,0,0,1,0,0,0,Still their parent worried for them to face this day alone.,1239
wow my mom is already pissing me off and i just got home.,0,0,0,1,0,1,0,0,0,"Wow, my parent is already upsetting me and I just got home.",1240
sometimes i feel so trapped in my parents' problems that i can't escape them.,0,0,0,1,0,1,1,0,0,Sometimes I feel so trapped in my family’s problems that I can't escape them.,1241
"sadly, i will not be there for him, and its sad because oout of all his friends.",0,0,0,1,0,0,1,0,0,"Sadly, I will not be there for them, and it's sad because out of all their friends.",1242
I can't talk to my parents about my deep feelings.,0,0,0,1,0,1,0,0,0,I can't talk to my family about my deep feelings.,1243
Today my little brother got into a fight.,0,0,0,0,0,1,0,0,0,Today my younger sibling got into a fight.,1244
"Even, both of my grandparents are so worried about me have been calling me almost everyday to check whether I'm feeling better and stuff. """,0,1,0,0,0,1,0,0,1,"Even, both of my grandparents have been very worried about me and have been calling me almost every day to check whether I'm feeling better and such.",1245
idk i hate to say anything because his moms always on his case about it and it really gets him down.,0,1,0,1,0,1,1,0,0,I hate to say anything because their parent is always on their case about it and it really gets them down.,1246
My dad's been getting all insecure about it.,0,0,0,0,0,1,0,0,0,My parent has been getting all insecure about it.,1247
My maternal grandmother was diagnosed with a particularly aggressive and fast moving form of ovarian cancer when it was in a fairly advanced stage of development.,0,0,0,1,0,1,0,0,1,A close family member was diagnosed with a particularly aggressive and fast-moving form of ovarian cancer when it was in a fairly advanced stage of development.,1248
My mom thinks Ellie isn't ready and I can't judge for myself in this situation.,0,0,1,1,0,1,1,0,0,My parent thinks Ellie isn't ready and I can't judge for myself in this situation.,1249
"So, it starts out that I'm cranky, because I had a bad weekend, and I just didn't want to go to school.",0,1,0,1,1,0,0,0,0,"So, it starts out that I'm cranky because I had a bad weekend and just didn't want to go to school.",1250
"i was so frustrated.then after my cousin, aunt, and casey left me and mom got into a fight.. she was yelling.. cause i blamed ashlie on her.",0,0,0,1,0,1,0,0,0,"I was so frustrated. Then after my cousin, aunt, and Casey left, my parent and I got into a fight. They were yelling because I blamed Ashlie on them.",1251
I often feel bad when it comes to my friends back home.,0,0,0,0,0,0,1,0,0,I often feel bad when it comes to my friends back home.,1252
I'm having a very stressful conversation with my Mom here.,0,0,0,1,0,1,0,0,0,I'm having a very stressful conversation with my parent here.,1253
